model,lang,family,derived,fertility,boundary_recall,n_gold_boundaries
BSC-LT/salamandra-2b,ca,dim_et,gatet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,caseta,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,finestreta,3,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,tauleta,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,llibret,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,arbret,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,gotet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,nenet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,ocellet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,floreta,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,porteta,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,peuet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,cotxet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,llitet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,pontet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,ditet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,ullet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,caminet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,jardinet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,momentet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,trenet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,paperet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,platet,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,piset,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,ramet,2,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,filet,1,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,cadireta,3,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,horeta,2,1.0,1
BSC-LT/salamandra-2b,ca,dim_et,camiseta,1,0.0,1
BSC-LT/salamandra-2b,ca,dim_et,cullereta,3,1.0,1
BSC-LT/salamandra-2b,ca,agent_dor,treballador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,jugador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,pescador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,comprador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,ballador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,nedador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,educador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,programador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,administrador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,governador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,caçador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,creador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,comptador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,explorador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,investigador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,organitzador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,dissenyador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,comunicador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,presentador,2,1.0,1
BSC-LT/salamandra-2b,ca,agent_dor,entrenador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,ordenador,1,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,gravador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,regador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,comprovador,2,0.0,1
BSC-LT/salamandra-2b,ca,agent_dor,exportador,2,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,educació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,informació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,creació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,formació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,comunicació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,organització,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,administració,2,1.0,1
BSC-LT/salamandra-2b,ca,nom_cio,presentació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,preparació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,situació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,continuació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,actuació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,aplicació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,associació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,celebració,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,circulació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,declaració,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,generació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,importació,2,1.0,1
BSC-LT/salamandra-2b,ca,nom_cio,exportació,2,1.0,1
BSC-LT/salamandra-2b,ca,nom_cio,modificació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,negociació,1,0.0,1
BSC-LT/salamandra-2b,ca,nom_cio,observació,2,1.0,1
BSC-LT/salamandra-2b,ca,nom_cio,participació,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,gats,2,0.0,1
BSC-LT/salamandra-2b,ca,plural,llibres,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,cotxes,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,arbres,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,colors,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,flors,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,ocells,2,0.0,1
BSC-LT/salamandra-2b,ca,plural,carrers,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,ponts,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,peixos,2,1.0,1
BSC-LT/salamandra-2b,ca,plural,calaixos,3,1.0,1
BSC-LT/salamandra-2b,ca,plural,despatxos,2,0.0,1
BSC-LT/salamandra-2b,ca,plural,textos,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,gasos,2,1.0,1
BSC-LT/salamandra-2b,ca,plural,cels,2,0.0,1
BSC-LT/salamandra-2b,ca,plural,trens,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,llums,2,0.0,1
BSC-LT/salamandra-2b,ca,plural,jardins,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,rius,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,peus,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,museus,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,taxis,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,dits,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,plats,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,moments,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,papers,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,pisos,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,braços,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,discos,1,0.0,1
BSC-LT/salamandra-2b,ca,plural,boscos,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,cantem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,parlem,1,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,treballem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,mirem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,estudiem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,comprem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,ballem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,nedem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,caminem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,escoltem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,cuinem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,dibuixem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,saltem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,entrem,1,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,portem,1,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,trobem,1,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,ajudem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,preguntem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,contestem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,visitem,2,0.0,1
BSC-LT/salamandra-2b,ca,verb_em,dinem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,sopem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,arribem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,guanyem,2,1.0,1
BSC-LT/salamandra-2b,ca,verb_em,pensem,2,1.0,1
BSC-LT/salamandra-2b,ca,gender_a,gata,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,noia,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,nena,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,filla,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,professora,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,senyora,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,doctora,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,alumna,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,cosina,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,tieta,2,1.0,1
BSC-LT/salamandra-2b,ca,gender_a,mestra,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,sogra,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,pintora,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,escriptora,3,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,directora,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,treballadora,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,jugadora,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,monitora,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,germana,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,companya,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,reina,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,xicota,3,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,candidata,1,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,conilla,2,0.0,1
BSC-LT/salamandra-2b,ca,gender_a,enginyera,3,0.0,1
BSC-LT/salamandra-2b,en,ly,quickly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,slowly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,clearly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,easily,1,0.0,1
BSC-LT/salamandra-2b,en,ly,happily,2,0.0,1
BSC-LT/salamandra-2b,en,ly,rapidly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,softly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,strongly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,perfectly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,absolutely,1,0.0,1
BSC-LT/salamandra-2b,en,ly,exactly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,directly,1,0.0,1
BSC-LT/salamandra-2b,en,ly,seriously,1,0.0,1
BSC-LT/salamandra-2b,en,ly,nervously,2,1.0,1
BSC-LT/salamandra-2b,en,ly,generally,1,0.0,1
BSC-LT/salamandra-2b,en,ly,normally,1,0.0,1
BSC-LT/salamandra-2b,en,ly,deeply,1,0.0,1
BSC-LT/salamandra-2b,en,ly,briefly,2,0.0,1
BSC-LT/salamandra-2b,en,ly,strangely,2,0.0,1
BSC-LT/salamandra-2b,en,ly,really,1,0.0,1
BSC-LT/salamandra-2b,en,ly,carefully,1,0.0,1
BSC-LT/salamandra-2b,en,ly,quietly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,brightly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,calmly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,finally,1,0.0,1
BSC-LT/salamandra-2b,en,ly,usually,1,0.0,1
BSC-LT/salamandra-2b,en,ly,actually,1,0.0,1
BSC-LT/salamandra-2b,en,ly,completely,1,0.0,1
BSC-LT/salamandra-2b,en,ly,safely,1,0.0,1
BSC-LT/salamandra-2b,en,ly,nicely,2,0.0,1
BSC-LT/salamandra-2b,en,ly,closely,1,0.0,1
BSC-LT/salamandra-2b,en,ly,widely,1,0.0,1
BSC-LT/salamandra-2b,en,ly,rarely,1,0.0,1
BSC-LT/salamandra-2b,en,ly,lately,2,0.0,1
BSC-LT/salamandra-2b,en,ly,freely,2,0.0,1
BSC-LT/salamandra-2b,en,ly,loudly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,sadly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,kindly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,warmly,2,1.0,1
BSC-LT/salamandra-2b,en,ly,coldly,2,1.0,1
BSC-LT/salamandra-2b,en,agent_er,teacher,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,player,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,worker,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,singer,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,writer,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,reader,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,driver,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,painter,2,0.0,1
BSC-LT/salamandra-2b,en,agent_er,builder,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,dancer,2,0.0,1
BSC-LT/salamandra-2b,en,agent_er,farmer,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,baker,2,1.0,1
BSC-LT/salamandra-2b,en,agent_er,cleaner,2,1.0,1
BSC-LT/salamandra-2b,en,agent_er,helper,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,speaker,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,listener,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,reporter,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,manager,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,owner,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,leader,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,founder,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,designer,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,printer,1,0.0,1
BSC-LT/salamandra-2b,en,agent_er,recorder,2,0.0,1
BSC-LT/salamandra-2b,en,agent_er,trainer,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,education,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,information,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,creation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,relation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,formation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,communication,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,organization,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,presentation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,preparation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,situation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,location,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,operation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,production,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,protection,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,collection,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,connection,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,selection,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,direction,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,introduction,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,reduction,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,translation,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,celebration,2,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,decoration,2,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,imagination,1,0.0,1
BSC-LT/salamandra-2b,en,nom_tion,examination,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,cats,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,books,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,trees,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,dogs,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,cars,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,colors,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,flowers,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,tables,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,doors,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,birds,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,rivers,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,roads,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,windows,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,hands,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,houses,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,chairs,2,1.0,1
BSC-LT/salamandra-2b,en,plural_s,phones,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,schools,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,friends,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,gardens,2,0.0,1
BSC-LT/salamandra-2b,en,plural_s,streets,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,keys,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,days,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,years,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,hours,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,rooms,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,words,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,names,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,games,1,0.0,1
BSC-LT/salamandra-2b,en,plural_s,eyes,1,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,col·legis,4,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,paral·lels,4,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,intel·lectuals,5,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,mil·lennis,4,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,excel·lents,4,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,el·lipses,4,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,novel·les,3,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,cèl·lules,3,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,síl·labes,5,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,aquarel·les,4,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,al·lèrgies,5,0.0,1
BSC-LT/salamandra-2b,ca,gem_lla,pel·lícules,3,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,places,1,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,caces,2,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,forces,1,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,peces,1,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,llances,2,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,esperances,2,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,confiances,2,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,feliços,3,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,dolços,2,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,audaços,3,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,capaços,1,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,esforços,1,0.0,1
BSC-LT/salamandra-2b,ca,cedilla,veloços,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,anys,1,0.0,1
BSC-LT/salamandra-2b,ca,ny,punys,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,estanys,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,panys,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,banys,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,guanys,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,muntanyes,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,canyes,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,vinyes,2,1.0,1
BSC-LT/salamandra-2b,ca,ny,llenyes,2,0.0,1
BSC-LT/salamandra-2b,ca,ny,companyies,1,0.0,1
BSC-LT/salamandra-2b,ca,ny,cabanyes,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,ràpidament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,lentament,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,clarament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,fàcilment,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,difícilment,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,fortament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,dolçament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,tristament,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,netament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,segurament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,precisament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,normalment,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,generalment,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,públicament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,bàsicament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,directament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,profundament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,intensament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,exactament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,perfectament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,absolutament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,relativament,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,seriosament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,nerviosament,3,0.0,1
BSC-LT/salamandra-7b,ca,ment,lliurement,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,alegrement,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,simplement,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,possiblement,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,evidentment,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,recentment,1,0.0,1
BSC-LT/salamandra-7b,ca,ment,urgentment,2,1.0,1
BSC-LT/salamandra-7b,ca,ment,atentament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,fredament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,antigament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,llargament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,curtament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,ricament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,novament,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,greument,2,0.0,1
BSC-LT/salamandra-7b,ca,ment,amplament,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,gatet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,caseta,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,finestreta,3,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,tauleta,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,llibret,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,arbret,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,gotet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,nenet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,ocellet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,floreta,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,porteta,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,peuet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,cotxet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,llitet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,pontet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,ditet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,ullet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,caminet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,jardinet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,momentet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,trenet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,paperet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,platet,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,piset,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,ramet,2,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,filet,1,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,cadireta,3,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,horeta,2,1.0,1
BSC-LT/salamandra-7b,ca,dim_et,camiseta,1,0.0,1
BSC-LT/salamandra-7b,ca,dim_et,cullereta,3,1.0,1
BSC-LT/salamandra-7b,ca,agent_dor,treballador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,jugador,1,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,pescador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,comprador,1,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,ballador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,nedador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,educador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,programador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,administrador,1,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,governador,1,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,caçador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,creador,1,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,comptador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,explorador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,investigador,1,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,organitzador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,dissenyador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,comunicador,2,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,presentador,2,1.0,1
BSC-LT/salamandra-7b,ca,agent_dor,entrenador,1,0.0,1
BSC-LT/salamandra-7b,ca,agent_dor,ordenador,1,0.0,1
